Port_IDs,Total_PnL,ROI,Win_Rate,Win_Positions,Total_Positions,Sharpe_Ratio,Max_Drawdown,Score
4022565861939831809,14197.577075890002,3.526595285359403e-06,52.76595744680851,372.0,705.0,0.2996023677573186,385.0755536900001,0.23504212549638578
4039279455324236544,1038.8074192600002,1.8382264615700603,55.35168195718655,181.0,327.0,0.4716836338542194,0.0,0.23469362542220518
3733192481840423936,2923.97719988,5.288870452238546e-06,80.2612481857765,553.0,689.0,0.0602654376631922,2743.12,0.22838038826032941
4023697881318718465,3151.95061998,15.042600261845958,8.571428571428571,6.0,70.0,0.2758701284486444,0.0,0.22442490678319976
3951723256343550465,5260.022863890001,2.8872647528782083e-05,35.24804177545692,1215.0,3447.0,0.0583782536431892,1073.1449283800025,0.22176920296485508
3966142151544441601,4883.80077594,2.086631329544634e-05,53.20910973084886,1028.0,1932.0,0.0524887643645033,1661.4546297300017,0.22086519275023112
4000222729738650369,1803.62013328,7.628886701665926e-05,56.05427974947808,537.0,958.0,0.2480855985599212,151.8992973999999,0.21537563059723344
4017110277719148289,2899.93302141,4.455798962877624e-05,56.74603174603175,143.0,252.0,0.3940256972777867,0.0,0.21375592585092318
4037121179310444801,7237.92173826,3.70611655095473e-05,48.40125391849529,772.0,1595.0,0.1091016779336914,1198.3317800000032,0.2116653150451209
4013955990069013504,1690.02704985,0.0747220177044142,65.92178770949721,236.0,358.0,0.2292833045791446,347.85864704999995,0.21091708540669946
4021669203289716224,26427.33159178,1.0523349771355533e-05,31.391200951248518,528.0,1682.0,0.0682507423707225,2537.8666286099924,0.2098121375561215
3996598927198996481,3509.04461888,0.001745202570143,36.8282600526118,980.0,2661.0,0.113401186104454,160.68430589999957,0.2089597664664565
4029749871687083265,3662.13654822,0.3569308783589129,42.873831775700936,367.0,856.0,0.3538772369515272,0.0,0.20492846649781782
3865845304835489536,1406.06618669,0.07919899466585,51.13378684807256,451.0,882.0,0.2435747613391658,78.66142699000001,0.20123485284741424
4035430878731345664,2493.75041995,0.0012063467290482,48.31460674157304,43.0,89.0,0.4696392626687299,0.0,0.20094458249886987
4039129759104249600,1264.28919972,0.2339030078680698,44.3609022556391,59.0,133.0,0.5220426060771436,0.0,0.20078792473770088
4030635536196756737,2581.61417484,1.365591394901833e-05,52.47295208655333,679.0,1294.0,0.0904992312981282,47.18678624999996,0.20028808052255767
3910983669796782848,6761.648048249999,0.0001036749267969,42.8125,274.0,640.0,0.3310388618654867,201.72342223000032,0.1989550488389539
4031493134338259457,9082.698287860005,8.992806347894447e-06,36.156696664902064,683.0,1889.0,0.1561139933963429,3682.1097992,0.1953449181454242
3925368433214965504,6789.436738630001,2.70650009427846e-05,33.33333333333333,486.0,1458.0,0.2748734037095989,162.05753631999778,0.19474100906725134
3988071780777702657,3424.4699222,5.412083225189844e-05,37.316561844863735,890.0,2385.0,0.0373410076387183,135.64724225000057,0.1919588851517963
4008711265867865600,11298.70638977,1.4522974153211584e-05,42.13197969543147,166.0,394.0,0.2662895922745807,509.5499999999993,0.19133575921253748
3994879592543698688,3658.7650624,0.00031665250629,55.2833078101072,361.0,653.0,0.1193835982578421,175.48129108000091,0.19008165605042365
3998659472131949824,1449.32593976,5.612000877712438e-06,48.97959183673469,72.0,147.0,0.3824381523639125,0.0,0.19007873146706888
4017323550554338817,3134.7351025000003,0.0355536109372861,50.091743119266056,273.0,545.0,0.2132083276743787,0.0,0.18747597926887835
4034359562055356161,5284.65441593,3.756297852198966e-06,48.93617021276596,391.0,799.0,0.1574186681669254,1659.353950150005,0.18708798376598423
4029422834086627072,2799.90254984,0.0007250846222006,37.25490196078432,38.0,102.0,0.5116182899882394,0.0,0.18661310915809004
4030565764341697025,2789.87828996,0.0002416799369293,48.57142857142857,51.0,105.0,0.332899169004704,4.030795650000002,0.18449080646857038
3932103299427844097,3860.30970535,7.186687179599851e-06,30.050212437234453,778.0,2589.0,0.0833221058818555,669.4568359399998,0.18375602782730058
3944658614777849089,2074.4499799600003,7.029503738833924e-05,44.44444444444444,20.0,45.0,0.4074903672652917,0.0,0.18293512438299753
4041860229502600193,2327.33599982,0.0099775908731093,39.175257731958766,38.0,97.0,0.4571934663380226,0.0,0.18184769064422004
4019895412775450368,2640.30025492,0.0009650088119024,42.38178633975482,242.0,571.0,0.2847008949882415,0.0,0.18046111454281638
4023616625178799873,2087.7711930100004,0.0004209864659818,40.991535671100365,339.0,827.0,0.253344284531067,3.088799999999992,0.17994665164266693
3768170840939476993,243.66889897,0.0420174633166521,42.85714285714285,6.0,14.0,0.4242774564031249,0.0,0.1772066643863094
3993014919980212480,3078.66301039,6.373494095896549e-05,47.62589928057554,331.0,695.0,0.1409523441274146,60.84000000000015,0.1771808527044161
4008804082027254529,3332.73345887,2.640911902379419e-06,54.05128205128205,527.0,975.0,0.038694329695677,4879.948659969999,0.1763064256697658
4030626027667524352,3796.34803991,4.487880433705421e-05,49.78540772532189,116.0,233.0,0.2104459132290348,670.8059999999987,0.1756759168370512
3818233536529843712,6419.607907139999,7.725751035043567e-05,33.919774806474315,482.0,1421.0,0.1542821925494645,2036.5375697500008,0.17380630236722
3978449781300392193,5888.6560088,8.972426733119986e-06,43.87755102040816,344.0,784.0,0.121842559690034,1201.615229999999,0.1735427057524381
4016164457907769600,3742.68731972,7.1323964895576034e-06,43.53932584269663,310.0,712.0,0.1575441690504531,647.83756662,0.1714995352125428
3998572645139652353,9603.58535988,7.350193416396313e-06,35.714285714285715,95.0,266.0,0.2622908622566452,214.71515507000004,0.1709194877611967
4036548677626662656,3296.87667987,0.0001620070187823,46.25850340136054,68.0,147.0,0.242677069777805,0.0,0.17067741081702134
4037511388357114368,3552.34051692,7.975000452757925e-05,43.33683105981112,413.0,953.0,0.0881238849981656,635.45101241,0.16901058705158922
3939318616482048768,9775.389109840002,0.0003093048052209,37.46031746031746,118.0,315.0,0.2038294609803751,87.00335997999991,0.16873041484913215
4031173908980084736,5360.425729910001,0.0001655903873208,37.77777777777778,85.0,225.0,0.2956368668788935,80.89999999999964,0.16843666490550785
4012994295026226176,2500.33664614,0.0008299221795598,40.03189792663477,251.0,627.0,0.2150000501919285,216.8208998599997,0.16720583198361824
4034786679304751616,2521.07586938,1.564761445855232,38.31775700934579,123.0,321.0,0.2082177791965702,0.0,0.16703696878560487
4032403303704824321,2060.57051952,7.569292301425024e-05,55.15695067264574,123.0,223.0,0.1078336484680014,1104.51520996,0.1670335479939553
4029507714735307777,1537.89995998,10.764962202895047,3.7735849056603774,2.0,53.0,0.1958523633818955,0.0,0.16545882191557798
3935808725185052672,2301.9641228599994,1.0574493433702403e-05,35.10204081632653,602.0,1715.0,0.063253863868022,1394.97143986,0.16465724927205388
3672754654734989568,566.59765978,6.0664556267159296e-05,44.303797468354425,210.0,474.0,0.1852744776907411,80.77703672000018,0.1630319075556066
4008537296438699777,2330.84564531,1.8840612026721352e-05,46.54205607476635,249.0,535.0,0.1075723401213422,543.7563162,0.1623474209702503
4031414524297538817,2726.79561774,0.0035070839225566,36.885245901639344,90.0,244.0,0.2982766332704787,17.582599899999998,0.16153590963585157
3936410995029308417,10681.514,2.8449394633615904e-05,30.0,6.0,20.0,0.2989837004791926,0.0,0.16104360713719995
4037179073830813185,2331.43490998,0.0001910654641338,42.465753424657535,31.0,73.0,0.2405675465362031,0.0,0.15852214019157967
3975392755164484097,2330.27031414,6.1563552365780905e-06,27.99343903772553,512.0,1829.0,0.0952051617352312,451.2251471999999,0.15666035509183973
4027747397961573889,2638.2194499600005,2.646218345668989e-05,45.0,207.0,460.0,0.0897602287477117,483.90628998,0.15528207470458277
3786761687746711808,205.02139999,7.330495687572697e-06,45.1219512195122,37.0,82.0,0.2151504978408805,123.46026665,0.15513368886904969
3919174299855478272,1456.3718076200005,4.5945420311952965e-06,48.06629834254144,609.0,1267.0,0.0114916088452653,9684.34458371,0.15344583180160942
3911997667197443328,605.72231024,0.0001067495620069,46.875,30.0,64.0,0.1728557356227943,229.55157354,0.15295725632216445
3995532094997544704,-12346.6822186,-5.555770100930817e-06,21.401421252685505,1295.0,6051.0,-0.0642475306679591,14186.535463309989,0.1527877412933212
4031451549482615297,3124.54121527,0.0003032714027505,38.59649122807017,44.0,114.0,0.2253021290455579,3.90024273,0.15226078727315512
4040843843196854529,2151.70406,0.0002780067990421,32.20338983050847,19.0,59.0,0.3416676069898303,0.0,0.15169773609876358
3930688517098515713,1947.24457347,6.426712961232311e-06,48.61111111111111,140.0,288.0,0.0631148682694777,1193.9074265099998,0.15004107582612614
4004410127575640832,2905.76386668,0.0009254054781164,34.51676528599605,175.0,507.0,0.1890782355470023,486.26961987,0.14918339593563898
3962024093501274881,9314.49406018,3.001380475538048e-06,26.47289866457188,337.0,1273.0,0.0740671788308047,1828.4947021299995,0.14913788122438518
3879821005658659073,4268.00656095,0.0001525954564958,33.142201834862384,289.0,872.0,0.1309401283182038,1961.02986607,0.14861475910846664
4037717032428033792,1897.3229995,0.3458850131560956,32.17665615141956,102.0,317.0,0.2221109411055385,0.0,0.14512466742885077
3941019213896463617,4234.087790029999,8.809656624511503e-06,49.10714285714285,55.0,112.0,0.0877736379975579,4944.99999998,0.14503845650968306
4031673021422897664,1984.71719999,9.620392928064552e-06,31.4410480349345,72.0,229.0,0.2685456582674176,64.52999999999997,0.14464547599053118
4029299190618134272,3354.1458763700007,0.0001959674671514,31.30434782608696,72.0,230.0,0.2385430453330259,0.53788037,0.1438208857126223
3819545518395756033,980.06319996,1.0669601629706227e-05,38.23529411764706,26.0,68.0,0.2147229171511934,0.0,0.1437227238832554
4030555430101054209,3358.38032001,0.0001838431905074,26.446280991735534,32.0,121.0,0.3240861720995911,0.0,0.14293464047640628
3953764659057081857,6048.86608919,5.824111808198927e-06,30.874785591766724,180.0,583.0,0.1240309450742226,957.0232210199964,0.14150580984747954
4028427053699127040,2633.02381341,0.0002279675439241,29.75206611570248,36.0,121.0,0.2642711669506095,6.623939780000001,0.1395727162266297
3977116548751698176,603.98050076,6.646322761517312e-07,28.078817733990142,456.0,1624.0,0.030023743904114,905.2161011399996,0.13769439702864467
3923766029921022977,772.7290318900001,6.845409569492223e-06,28.51469420174742,359.0,1259.0,0.0723809970250448,205.53265760000016,0.13680850773422723
3988205565930333696,3283.93800993,1.36359372522361e-05,38.00539083557952,141.0,371.0,0.0739423530200519,2247.36956996,0.1337607724336683
3952087967771302912,1032.60525986,1.4760146161734557e-05,33.72093023255814,58.0,172.0,0.1736691732688759,0.0,0.1327778414508558
4031181049693676544,4545.2423384,0.0002118294321713,24.17218543046358,73.0,302.0,0.2144539866293811,22.344964960000084,0.1312865503809414
4037282461943784704,4760.365619499999,7.310157871333085e-05,26.984126984126984,136.0,504.0,0.1198250414948844,1680.7088622099998,0.1261033578976799
4037785885739608577,1934.57923526,0.2923382315879906,23.228346456692915,59.0,254.0,0.2230736528566215,0.0,0.1256535951586294
3914654298562589441,343.47044905000075,4.288493882798596e-06,41.40786749482402,200.0,483.0,0.0109768363340104,3893.06891877,0.1248135134635477
3937714876784951296,1117.5308932100006,2.843489192022585e-06,39.33463796477495,201.0,511.0,0.0163144510973969,3858.82450985,0.1240591357695707
3926423286576838657,1309.4599595900002,6.741570539611521e-06,34.10041841004184,163.0,478.0,0.0502598360114891,1119.0932,0.1238026315082191
3991414786174551297,1787.9877156900002,7.424489488344861e-05,29.903536977491964,93.0,311.0,0.1220102815951958,372.9699,0.12320048008432306
3953433416230728705,4924.761779980001,7.163999258197271e-06,20.87286527514232,110.0,527.0,0.1671040266501724,675.6869999,0.12318493742649757
3957509601040585217,3174.1803667200006,5.469563007741026e-06,26.954177897574123,300.0,1113.0,0.0252300986709617,3268.44,0.1217035013458115
4014818740371615232,2013.64751009,7.650910681979694e-06,20.982986767485823,111.0,529.0,0.1911128490456643,94.40199994,0.12110580626736622
4026179081117855488,6796.18836,7.98175081369433e-06,23.3502538071066,46.0,197.0,0.1395862474463281,1824.6434998900004,0.11825799463725138
4033614723417828608,4602.2398164900005,8.077940687701539e-06,22.28682170542636,115.0,516.0,0.1087862941774187,647.2944777400007,0.11737648764956458
4030395639953224449,4413.76154738,0.0001441816716282,17.479674796747968,86.0,492.0,0.1678374988026037,57.609999730000254,0.11577245689499341
4013978721149559808,3778.87822398,0.0037772327727563,20.74829931972789,61.0,294.0,0.1621886599170137,0.0,0.11566486407806309
4002413037164645377,3686.9697606,0.0024054210183789,18.57638888888889,107.0,576.0,0.1257825271320603,38.33630992999997,0.11268722112255591
4037073643537925121,1540.40049962,0.2689285416457706,18.609865470852014,83.0,446.0,0.1644167759484143,0.0,0.11209793787523269
4033639786957934336,2848.14185731,0.0001913561070069,16.778523489932887,25.0,149.0,0.2144124462088601,0.0,0.10931171612234869
4006366295148391425,3018.5418057,0.2110023492694475,17.180616740088105,117.0,681.0,0.090978276633955,688.05580089,0.10613754277560145
4038768306117031680,1741.91425988,0.1027607691429826,22.0,22.0,100.0,0.1350276468629725,0.0,0.10583647176221138
3858510226868015873,-280.97295039,-1.039118794491097e-05,24.397590361445783,243.0,996.0,-0.0135582527401825,827.30973014,0.10540421836657607
4035034554469394176,2517.3207997300005,0.5448176272862861,16.70886075949367,66.0,395.0,0.1089677052034315,632.4248999399999,0.10285415959547642
3949329502284748801,425.96505789,2.751828980309513e-05,18.75,72.0,384.0,0.136071383464518,44.74980000999997,0.10223857148366565
3910887259807777281,1803.30201001,2.12260618804658e-05,22.666666666666664,17.0,75.0,0.1082962122217286,663.3218999799999,0.10069548356962883
3880920727367689984,-176.82699999000002,-3.683286900422776e-06,33.793103448275865,49.0,145.0,-0.0386277567747567,609.39066665,0.09966865450243285
3981810242465907713,2836.47282999,0.000597084979956,11.428571428571429,12.0,105.0,0.1970729109311777,181.88830446,0.0953859116948493
3944239644144231424,-1187.8909756799994,-3.864958612824156e-06,26.45687645687645,227.0,858.0,-0.0237313142557883,5867.434541539999,0.0911150920804551
4030392204221219329,1347.75800996,0.2113955969677107,9.411764705882351,8.0,85.0,0.2007295988335892,0.0,0.09026184153842301
4041804592937345281,-776.34299969,-4.891025791616133e-05,23.097826086956523,85.0,368.0,-0.077929136713139,1026.62085938,0.07697916219255908
4031408429897920512,1351.26659997,0.1177858947352112,4.878048780487805,4.0,82.0,0.1578306045851714,0.0,0.07514386775960338
4040382575336130560,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.04065943876702521
